First Name,Last Name,Email,Location,Sector,Major Expertise,Minor Expertise,Min Salary,Max Salary,Years Experience,WFH Days,Skills,Job Type,Last Moved Years,Move Status
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Broker,['Broker' 'London Market'],199000,231024.899,10,5,['Python' 'Consultancy' 'Model Building'],Permanent,6,Urgently Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Broker,['Consultancy' 'Broker'],152000,170015.9052,9,2,"['Head of Capital' 'Python' 'Tyche' 'Head of Pricing' 'Managerial'
 'Head of Reserving' 'Short-Tail Pricing' 'Consultancy' 'Model Building'
 'Excel' 'Lloyds' 'Radar' 'Chief Actuary' 'Reinsurance Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Reinsurance Broker,"['Reinsurance Broker' ""Lloyd's Syndicate"" 'Regulator']",55000,71141.44152,3,2,"['Consultancy' 'Tyche' 'Python' 'Model Building' 'Lloyds'
 'Reinsurance Pricing']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Reserving,London Market,['Broker' 'Reinsurance Broker' 'London Market'],197000,218390.7764,10,3,"['Reinsurance Pricing' 'Short-Tail Pricing' 'Consultancy'
 'Head of Pricing' 'Model Building' 'Head of Capital' 'Radar' 'Managerial'
 'Excel' 'Python' 'Lloyds']",Permanent,1,Unlikely to Move
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Consultancy,"[""Lloyd's Syndicate"" 'London Market' 'Consultancy']",64000,82329.12312,3,0,"['Long-Tail Pricing' 'Reinsurance Pricing' 'Short-Tail Pricing'
 'Model Building' 'Consultancy' 'Tyche' 'Lloyds' 'Python']",Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Reserving,Broker,['Broker' 'Commercial Lines' 'Consultancy'],21000,23254.40387,0,1,['Excel' 'Model Building' 'Python' 'Data Science'],Contractor,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,London Market,['London Market'],117000,140812.7431,8,4,"['Python' 'Reinsurance Pricing' 'Head of Capital' 'Lloyds'
 'Short-Tail Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Personal Lines,['Personal Lines'],35000,44346.25277,2,1,"['Reinsurance Pricing' 'Short-Tail Pricing' 'Excel' 'R' 'Tyche' 'Python'
 'Consultancy' 'Model Building' 'Radar']",Contractor,1,Urgently Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Broker,['Broker'],117000,151454.1495,8,1,"['R' 'Model Building' 'Excel' 'Head of Capital' 'Lloyds' 'Head of Pricing'
 'Reinsurance Pricing' 'Long-Tail Pricing' 'Managerial'
 'Head of Reserving' 'Python' 'Radar' 'Short-Tail Pricing']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Broker,"[""Lloyd's Syndicate"" 'Broker']",181000,220651.1027,10,1,"['Chief Actuary' 'Python' 'Reinsurance Pricing' 'Lloyds'
 'Head of Reserving' 'Short-Tail Pricing' 'Consultancy' 'Model Building'
 'Long-Tail Pricing' 'Excel' 'R' 'Head of Capital' 'Radar' 'Managerial']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Capital Modelling,Broker,"['Reinsurer' ""Lloyd's Syndicate"" 'Broker']",122000,140912.1893,8,5,['Long-Tail Pricing' 'Excel' 'Lloyds' 'Head of Reserving' 'Managerial'],Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Broker,"['Broker' ""Lloyd's Syndicate""]",45000,55796.6008,3,0,"['Tyche' 'Model Building' 'Long-Tail Pricing' 'Lloyds'
 'Short-Tail Pricing' 'R' 'Managerial' 'Consultancy']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Reinsurer,['Reinsurer' 'Commercial Lines' 'Regulator'],54000,69266.50572,3,1,['R' 'Short-Tail Pricing' 'Reinsurance Pricing' 'Consultancy' 'Tyche'],Permanent,3,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Reserving,Broker,['Broker'],37000,44357.6132,2,5,"['Radar' 'Lloyds' 'Managerial' 'Long-Tail Pricing' 'Reinsurance Pricing'
 'R' 'Model Building']",Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Regulator,['Regulator'],152000,180050.942,10,4,"['R' 'Managerial' 'Consultancy' 'Tyche' 'Excel' 'Head of Pricing'
 'Model Building' 'Python' 'Chief Actuary' 'Head of Capital' 'Radar'
 'Long-Tail Pricing' 'Short-Tail Pricing']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Broker,['Broker'],170000,187077.2473,9,2,"['Managerial' 'Head of Reserving' 'Radar' 'Reinsurance Pricing'
 'Chief Actuary' 'Excel' 'Tyche' 'Python' 'Lloyds' 'R' 'Model Building'
 'Head of Capital']",Permanent,9,Unlikely to Move
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Lloyd's Syndicate,"['Broker' ""Lloyd's Syndicate"" 'Commercial Lines']",74000,86920.87995,5,0,['Model Building' 'Python' 'Lloyds' 'Managerial' 'Tyche'],Permanent,1,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Reinsurer,['Reinsurer'],80000,96962.53915,5,0,"['Lloyds' 'Excel' 'Long-Tail Pricing' 'Reinsurance Pricing' 'Python'
 'Radar']",Permanent,0,Urgently Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Broker,['Broker' 'London Market'],143000,183533.3051,9,3,"['Reinsurance Pricing' 'Head of Pricing' 'Lloyds' 'Consultancy' 'R'
 'Model Building' 'Chief Actuary']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Broker,['Broker'],136000,155225.202,8,1,"['Reinsurance Pricing' 'Chief Actuary' 'Python' 'R' 'Managerial'
 'Head of Capital' 'Long-Tail Pricing' 'Head of Pricing' 'Excel' 'Lloyds'
 'Head of Reserving' 'Radar']",Permanent,7,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Broker,['Commercial Lines' 'Broker'],25000,30649.11203,1,0,"['Model Building' 'Long-Tail Pricing' 'Business Planning' 'Broker'
 'Data Science' 'Short-Tail Pricing' 'Radar' 'Excel' 'R' 'Personal Lines']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Reinsurer,['Reinsurer'],160000,188429.4014,9,5,"['Head of Pricing' 'Head of Reserving' 'Short-Tail Pricing' 'Radar'
 'Tyche' 'Managerial' 'Model Building' 'Reinsurance Pricing'
 'Long-Tail Pricing' 'R' 'Head of Capital' 'Lloyds' 'Consultancy' 'Excel'
 'Python']",Permanent,4,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Broker,['Reinsurance Broker' 'Broker'],39000,49698.61871,2,3,['Radar' 'Long-Tail Pricing' 'Excel' 'Python'],Contractor,1,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,Personal Lines,['London Market' 'Personal Lines'],140000,172329.189,10,2,"['Short-Tail Pricing' 'Head of Pricing' 'Managerial' 'Model Building'
 'Head of Capital' 'Reinsurance Pricing' 'R' 'Tyche' 'Lloyds' 'Radar'
 'Head of Reserving' 'Long-Tail Pricing' 'Chief Actuary']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Regulator,['London Market' 'Regulator'],83000,106438.1179,7,0,"['Excel' 'Managerial' 'Reinsurance Pricing' 'Python' 'Long-Tail Pricing'
 'Radar' 'Head of Capital' 'Tyche' 'Short-Tail Pricing' 'Consultancy']",Contractor,6,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Reinsurer,['Reinsurance Broker' 'Reinsurer'],64000,77345.50581,4,4,"['Managerial' 'Tyche' 'Python' 'Radar' 'Model Building' 'Lloyds'
 'Short-Tail Pricing' 'Excel']",Permanent,4,Open Minded
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Capital Modelling,London Market,['Regulator' 'Consultancy' 'London Market'],24000,27996.62537,0,0,['Long-Tail Pricing' 'Data Science' 'Emblem'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Reinsurer,"[""Lloyd's Syndicate"" 'Reinsurer']",60000,73262.18372,4,3,"['Excel' 'Python' 'Tyche' 'Lloyds' 'Managerial' 'Reinsurance Pricing'
 'Long-Tail Pricing' 'Consultancy']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Reserving,Reinsurer,['Reinsurer'],71000,78507.68513,4,3,['Excel' 'Lloyds'],Permanent,4,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Consultancy,['Consultancy' 'Commercial Lines'],33000,36555.0995,2,1,['Python' 'Model Building' 'Reinsurance Pricing' 'R'],Permanent,2,Unlikely to Move
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Personal Lines' 'Regulator']",20000,24772.53182,0,2,['Excel' 'Model Building' 'Data Science'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Consultancy,['Consultancy'],186000,228242.8689,10,2,['Head of Reserving' 'Chief Actuary'],Contractor,5,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",70000,83355.59883,5,5,"['Lloyds' 'Excel' 'Reinsurance Pricing' 'Model Building' 'Python'
 'Short-Tail Pricing' 'R' 'Managerial']",Permanent,5,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Personal Lines,['London Market' 'Personal Lines'],21000,26531.21548,0,1,['Excel' 'Data Science' 'Python' 'Model Building' 'Long-Tail Pricing'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Commercial Lines,['Consultancy' 'Commercial Lines' 'London Market'],94000,122101.2293,5,5,"['Tyche' 'Consultancy' 'Excel' 'Python' 'Long-Tail Pricing' 'Radar'
 'Model Building' 'R' 'Reinsurance Pricing' 'Lloyds' 'Managerial']",Contractor,3,Open Minded
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,Regulator,"['Regulator' ""Lloyd's Syndicate"" 'Commercial Lines']",101000,125692.2173,8,2,['Head of Capital' 'R' 'Long-Tail Pricing' 'Python'],Permanent,1,Unlikely to Move
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Consultancy,['Consultancy'],174000,196508.9403,9,0,"['Head of Pricing' 'Reinsurance Pricing' 'Radar' 'Model Building' 'Lloyds'
 'Consultancy' 'Short-Tail Pricing' 'Chief Actuary' 'Long-Tail Pricing'
 'Managerial' 'Excel' 'Head of Reserving' 'Python' 'R' 'Head of Capital']",Permanent,6,Unlikely to Move
redacted fn,redacted ln,redacted email,London,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",69000,76961.79372,4,5,"['Python' 'Radar' 'Reinsurance Pricing' 'Model Building' 'Tyche' 'Excel'
 'Lloyds' 'Long-Tail Pricing']",Contractor,4,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],44000,56170.89619,3,0,"['Short-Tail Pricing' 'R' 'Tyche' 'Reinsurance Pricing' 'Lloyds' 'Excel'
 'Model Building' 'Python' 'Radar' 'Long-Tail Pricing']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Reinsurer,['Reinsurer' 'Personal Lines'],80000,100026.2253,4,2,"['Reinsurance Pricing' 'Python' 'Excel' 'Model Building' 'Lloyds'
 'Consultancy' 'Long-Tail Pricing' 'R' 'Radar' 'Managerial']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Pricing,Personal Lines,['Personal Lines'],162000,199596.9326,9,1,['Head of Capital' 'Head of Pricing' 'Long-Tail Pricing'],Permanent,6,Open Minded
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,Personal Lines,['Personal Lines' 'Broker' 'Consultancy'],157000,195257.7515,10,1,"['Head of Capital' 'Consultancy' 'Tyche' 'Head of Reserving'
 'Short-Tail Pricing' 'Python' 'Lloyds' 'Long-Tail Pricing' 'Managerial'
 'Head of Pricing' 'Model Building']",Permanent,5,Open Minded
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,London Market,['London Market'],144000,180801.0943,10,0,"['Short-Tail Pricing' 'Python' 'Reinsurance Pricing' 'R'
 'Long-Tail Pricing' 'Head of Pricing' 'Tyche' 'Head of Reserving'
 'Consultancy' 'Chief Actuary' 'Head of Capital' 'Model Building']",Permanent,5,Urgently Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Broker,['Broker' 'Reinsurance Broker'],24000,27924.26785,0,5,['Emblem' 'Python' 'Excel' 'Data Science'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Reinsurer,['Reinsurer'],32000,37996.64658,2,0,"['Managerial' 'Consultancy' 'R' 'Short-Tail Pricing' 'Long-Tail Pricing'
 'Model Building' 'Tyche' 'Lloyds']",Permanent,2,Urgently Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Regulator,['Regulator' 'London Market' 'Reinsurer'],160000,177406.1383,9,3,"['Head of Reserving' 'Short-Tail Pricing' 'Excel' 'Lloyds' 'Consultancy'
 'Radar' 'Chief Actuary' 'Head of Capital']",Permanent,4,Unlikely to Move
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Regulator,['Regulator'],63000,74018.64297,3,5,['Model Building' 'Lloyds' 'Python'],Permanent,2,Unlikely to Move
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Capital Modelling,London Market,"['Personal Lines' 'London Market' ""Lloyd's Syndicate""]",127000,145748.7456,6,1,"['Lloyds' 'Consultancy' 'Excel' 'Python' 'Head of Reserving' 'R' 'Radar'
 'Short-Tail Pricing' 'Reinsurance Pricing' 'Tyche' 'Head of Capital'
 'Model Building' 'Long-Tail Pricing' 'Managerial']",Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Pricing,Personal Lines,['Broker' 'Personal Lines'],101000,118084.8059,6,1,"['Long-Tail Pricing' 'Excel' 'Short-Tail Pricing' 'Consultancy' 'R'
 'Head of Capital' 'Reinsurance Pricing']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Commercial Lines,['Consultancy' 'Commercial Lines'],187000,235281.6132,10,5,"['Head of Reserving' 'Excel' 'Short-Tail Pricing' 'Chief Actuary' 'Lloyds'
 'Tyche' 'Python' 'Model Building' 'Radar' 'Reinsurance Pricing'
 'Consultancy']",Permanent,9,Urgently Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Broker,['Commercial Lines' 'Broker'],25000,28986.37528,1,0,"['Tyche' 'Broker' 'Business Planning' 'Personal Lines' 'Radar' 'Excel' 'R'
 'Model Building']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Commercial Lines,['Commercial Lines'],27000,33758.07318,1,5,['Excel' 'Short-Tail Pricing' 'Data Science' 'Personal Lines'],Contractor,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Personal Lines,['Personal Lines' 'Regulator'],148000,183909.4343,9,5,"['Head of Pricing' 'Head of Capital' 'Consultancy' 'Long-Tail Pricing'
 'Tyche']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Personal Lines,['Personal Lines' 'Consultancy'],90000,106088.6369,8,2,"['Chief Actuary' 'Reinsurance Pricing' 'Model Building' 'Radar'
 'Head of Pricing' 'Consultancy' 'Managerial' 'Python' 'Head of Capital'
 'Excel' 'Lloyds' 'Tyche']",Permanent,6,Unlikely to Move
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Capital Modelling,Personal Lines,['Broker' 'Personal Lines'],81000,90615.04237,4,2,"['Managerial' 'Reinsurance Pricing' 'Short-Tail Pricing' 'Radar' 'Python'
 'Model Building']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Reserving,Regulator,['Regulator' 'Reinsurance Broker'],27000,32383.24784,1,0,"['Long-Tail Pricing' 'Personal Lines' 'Tyche' 'R' 'Business Planning'
 'Excel' 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Personal Lines,['Personal Lines' 'Reinsurance Broker' 'Consultancy'],108000,124151.3665,6,4,['Excel' 'Long-Tail Pricing' 'Python' 'Head of Reserving' 'Consultancy'],Contractor,0,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Broker,['London Market' 'Consultancy' 'Broker'],107000,120816.0431,7,3,['Head of Reserving' 'Excel'],Permanent,5,Urgently Looking
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Reserving,Commercial Lines,['Reinsurer' 'Commercial Lines'],28000,36088.17524,1,5,['Excel' 'Broker' 'Tyche' 'Long-Tail Pricing' 'Model Building' 'R'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Reserving,Reinsurance Broker,['Personal Lines' 'Broker' 'Reinsurance Broker'],146000,189624.3728,9,0,"['Model Building' 'Python' 'Consultancy' 'Head of Reserving' 'Managerial'
 'Short-Tail Pricing' 'Chief Actuary' 'R' 'Reinsurance Pricing'
 'Long-Tail Pricing' 'Head of Pricing' 'Excel']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Consultancy,['Commercial Lines' 'Consultancy' 'Personal Lines'],20000,24792.77378,0,4,['Model Building' 'Python'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,London,General Insurance - Capital Modelling,Reinsurance Broker,"['Reinsurer' 'Reinsurance Broker' ""Lloyd's Syndicate""]",170000,202283.775,10,2,"['Managerial' 'Chief Actuary' 'Reinsurance Pricing' 'Short-Tail Pricing'
 'Head of Capital' 'Tyche' 'Consultancy' 'Head of Pricing' 'Python']",Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,London Market,['London Market'],74000,81871.67243,6,2,['Short-Tail Pricing' 'Managerial' 'Excel' 'Python' 'Tyche' 'R' 'Radar'],Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Reinsurer,['Reinsurer'],106000,126990.2877,6,5,"['Excel' 'Short-Tail Pricing' 'Head of Reserving' 'Head of Pricing'
 'Consultancy' 'Tyche']",Permanent,3,Urgently Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Consultancy,['Consultancy'],132000,160804.5273,8,4,"['Managerial' 'R' 'Tyche' 'Head of Pricing' 'Head of Reserving'
 'Model Building' 'Consultancy' 'Excel' 'Chief Actuary'
 'Long-Tail Pricing']",Permanent,7,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Capital Modelling,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",31000,38744.80145,2,2,"['Python' 'Reinsurance Pricing' 'Managerial' 'Tyche' 'Long-Tail Pricing'
 'Model Building' 'Excel' 'Short-Tail Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Commercial Lines,['Regulator' 'Commercial Lines'],170000,208225.2778,9,0,"['Python' 'Managerial' 'Consultancy' 'Head of Pricing' 'Chief Actuary'
 'Head of Capital' 'Reinsurance Pricing' 'Excel' 'Radar' 'Lloyds']",Permanent,7,Urgently Looking
redacted fn,redacted ln,redacted email,Glasgow,General Insurance - Pricing,Personal Lines,"[""Lloyd's Syndicate"" 'Personal Lines' 'Reinsurance Broker']",154000,187991.394,9,4,"['Chief Actuary' 'Lloyds' 'Tyche' 'Head of Pricing' 'Reinsurance Pricing'
 'Short-Tail Pricing' 'Consultancy' 'Head of Capital' 'Excel' 'Radar'
 'Python' 'R']",Permanent,2,Actively Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Reserving,Reinsurer,['Reinsurance Broker' 'Consultancy' 'Reinsurer'],91000,105411.1957,7,4,"['Tyche' 'Head of Reserving' 'Short-Tail Pricing' 'Managerial'
 'Head of Pricing' 'Radar' 'Excel' 'Head of Capital' 'Python'
 'Long-Tail Pricing' 'Lloyds']",Permanent,6,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Lloyd's Syndicate,"['Consultancy' ""Lloyd's Syndicate"" 'Reinsurer']",21000,25270.9979,0,5,['Emblem' 'Model Building' 'Data Science'],Contractor,0,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Capital Modelling,London Market,['London Market'],100000,121139.7768,7,4,"['Short-Tail Pricing' 'Radar' 'Excel' 'Managerial' 'Head of Capital'
 'Long-Tail Pricing' 'Head of Pricing' 'Reinsurance Pricing' 'Lloyds'
 'Consultancy' 'Python']",Contractor,3,Open Minded
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Regulator' 'Reinsurer']",29000,37341.72407,1,5,"['R' 'Excel' 'Tyche' 'Long-Tail Pricing' 'Radar' 'Personal Lines'
 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Pricing,Regulator,['Personal Lines' 'Regulator'],152000,193072.2631,9,1,"['Reinsurance Pricing' 'Python' 'Long-Tail Pricing' 'Head of Capital'
 'Chief Actuary' 'R']",Contractor,9,Open Minded
redacted fn,redacted ln,redacted email,Bristol,General Insurance - Capital Modelling,Personal Lines,['Personal Lines'],180000,212843.5767,10,5,"['Radar' 'Long-Tail Pricing' 'R' 'Consultancy' 'Reinsurance Pricing'
 'Managerial' 'Tyche' 'Excel' 'Head of Reserving' 'Lloyds' 'Python']",Permanent,0,Open Minded
redacted fn,redacted ln,redacted email,Leeds,General Insurance - Pricing,Broker,['Broker' 'Commercial Lines'],153000,187826.0638,10,2,"['Head of Reserving' 'Excel' 'Head of Pricing' 'Reinsurance Pricing'
 'Python' 'Managerial' 'Head of Capital' 'Short-Tail Pricing']",Permanent,1,Actively Looking
redacted fn,redacted ln,redacted email,Edinburgh,General Insurance - Capital Modelling,Reinsurer,['Reinsurer'],38000,46178.95945,2,4,['Radar' 'Short-Tail Pricing' 'Reinsurance Pricing' 'R' 'Excel'],Contractor,2,Unlikely to Move
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Pricing,Reinsurer,['Reinsurer'],91000,112223.06,5,1,"['Long-Tail Pricing' 'Short-Tail Pricing' 'Model Building' 'R' 'Lloyds'
 'Consultancy' 'Python' 'Tyche' 'Reinsurance Pricing' 'Managerial']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Liverpool,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate""]",72000,84468.68055,4,2,"['Managerial' 'Short-Tail Pricing' 'Reinsurance Pricing' 'R' 'Lloyds'
 'Model Building']",Permanent,3,Actively Looking
redacted fn,redacted ln,redacted email,Dublin,General Insurance - Capital Modelling,London Market,['London Market' 'Commercial Lines'],41000,50939.13354,3,4,"['Python' 'Model Building' 'Managerial' 'Consultancy' 'Short-Tail Pricing'
 'Excel' 'Tyche' 'Reinsurance Pricing']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Consultancy,"['Reinsurer' ""Lloyd's Syndicate"" 'Consultancy']",25000,29475.55099,1,4,"['Personal Lines' 'R' 'Tyche' 'Radar' 'Long-Tail Pricing' 'Data Science'
 'Business Planning' 'Model Building']",Contractor,1,Open Minded
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Capital Modelling,Broker,['Broker'],151000,188972.0718,9,5,['R' 'Excel'],Permanent,1,Urgently Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Reinsurance Broker' 'Reinsurer']",24000,28458.30252,0,5,['Python' 'Model Building' 'Data Science' 'Emblem'],Permanent,0,Unlikely to Move
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Reserving,Lloyd's Syndicate,"[""Lloyd's Syndicate"" 'Broker']",138000,166688.6998,8,5,"['Excel' 'Head of Pricing' 'Python' 'Tyche' 'Head of Capital' 'Managerial'
 'Lloyds' 'Reinsurance Pricing' 'Short-Tail Pricing' 'Consultancy']",Contractor,7,Actively Looking
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Commercial Lines,['Commercial Lines'],154000,193359.3158,9,0,"['Short-Tail Pricing' 'Excel' 'Radar' 'Head of Capital' 'R'
 'Chief Actuary' 'Head of Reserving' 'Python' 'Tyche' 'Managerial'
 'Long-Tail Pricing' 'Lloyds']",Permanent,9,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Pricing,Reinsurer,['Reinsurer'],96000,118277.3517,6,2,"['Head of Pricing' 'Head of Reserving' 'R' 'Excel' 'Head of Capital'
 'Long-Tail Pricing' 'Managerial' 'Tyche' 'Consultancy' 'Python' 'Radar']",Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Birmingham,General Insurance - Capital Modelling,Reinsurer,['Reinsurer'],108000,119024.3961,5,3,"['Consultancy' 'Model Building' 'Managerial' 'R' 'Python'
 'Reinsurance Pricing' 'Lloyds' 'Excel' 'Short-Tail Pricing' 'Radar']",Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Pricing,Consultancy,"[""Lloyd's Syndicate"" 'Regulator' 'Consultancy']",41000,51951.82292,3,5,['Long-Tail Pricing' 'Python' 'Lloyds'],Permanent,2,Open Minded
redacted fn,redacted ln,redacted email,Sheffield,General Insurance - Reserving,Consultancy,['Consultancy' 'Personal Lines'],143000,172704.3838,10,2,['Short-Tail Pricing' 'Long-Tail Pricing' 'R'],Permanent,5,Urgently Looking
redacted fn,redacted ln,redacted email,Manchester,General Insurance - Capital Modelling,Commercial Lines,['Consultancy' 'Commercial Lines'],31000,39172.87428,2,5,['Radar' 'R' 'Consultancy'],Permanent,2,Urgently Looking
redacted fn,redacted ln,redacted email,Nottingham,General Insurance - Pricing,Consultancy,['Commercial Lines' 'Consultancy'],144000,174034.2716,9,4,"['Python' 'Tyche' 'Chief Actuary' 'Reinsurance Pricing'
 'Head of Reserving' 'Head of Capital' 'Lloyds' 'Excel' 'Head of Pricing'
 'Managerial' 'Radar' 'Short-Tail Pricing']",Contractor,2,Actively Looking
redacted fn,redacted ln,redacted email,Cardiff,General Insurance - Reserving,Reinsurance Broker,['Reinsurance Broker'],20000,24352.8906,0,5,['Emblem' 'Excel' 'Data Science'],Permanent,0,Actively Looking
redacted fn,redacted ln,redacted email,Belfast,General Insurance - Pricing,Regulator,['Personal Lines' 'Regulator'],62000,72238.80129,4,1,"['Reinsurance Pricing' 'Excel' 'Python' 'Managerial' 'Model Building'
 'Short-Tail Pricing' 'Lloyds' 'Radar' 'R' 'Consultancy']",Permanent,3,Actively Looking
